domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,plantstatus,stemdiameter,measurementheight,vdapexheight,vdbaseheight,vdapexbreakheight,vdbasebreakheight,basecrownheight,maxcrowndiameter,ninetycrowndiameter,breakdiameter,canopyposition,shape,basalstemdiameter,basalstemdiametermeasurementheight,maxbasecrowndiameter,ninetybasecrowndiameter,remarks,recordedby,measuredby
D02,SERC,SERC_043,21,4,8700,NEON.PLA.D02.SERC.08700,1,,,2,0,,,,,,,,,1.2,10,,,,jporta@BattelleEcology.org,llemmon@field-ops.org
D02,SERC,SERC_043,21,4,8701,NEON.PLA.D02.SERC.08701,1,1.2,130,3.1,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,llemmon@field-ops.org
D02,SERC,SERC_043,21,4,8702,NEON.PLA.D02.SERC.08702,1,1.7,130,3.6,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,llemmon@field-ops.org
D02,SERC,SERC_043,21,4,9999,NEON.PLA.D02.SERC.09999,8,,,,,,,,,,,,,,,,,Well outside plot tag removed in 2016,jporta@BattelleEcology.org,llemmon@field-ops.org
D02,SERC,SERC_062,39,,05659A,NEON.PLA.D02.SERC.05659A,16,,,,,,,,,,,,,,,,,Tag remains for CDW,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5525,NEON.PLA.D02.SERC.05525,1,3.9,130,5,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12469,NEON.PLA.D02.SERC.12469,1,,,0.8,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5659,NEON.PLA.D02.SERC.05659,16,,,,,,,,,,,,,,,,,Tag remains for CDW,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5666,NEON.PLA.D02.SERC.05666,1,20.2,130,17.8,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5667,NEON.PLA.D02.SERC.05667,1,10.5,130,7.1,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5668,NEON.PLA.D02.SERC.05668,1,58.6,130,27.7,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5524,NEON.PLA.D02.SERC.05524,1,6.9,130,7.1,-1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5669,NEON.PLA.D02.SERC.05669,1,12.4,130,8.6,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5672,NEON.PLA.D02.SERC.05672,1,12.6,130,10.9,-1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5534,NEON.PLA.D02.SERC.05534,1,4.9,130,4.4,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5671,NEON.PLA.D02.SERC.05671,1,17.6,130,14.3,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5674,NEON.PLA.D02.SERC.05674,10,15.3,130,7.8,-1.1,7.8,-1.1,,,,8.5,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5675,NEON.PLA.D02.SERC.05675,1,40.5,130,27,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12468,NEON.PLA.D02.SERC.12468,1,,,0.9,0,,,,,,,,,1.3,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12467,NEON.PLA.D02.SERC.12467,1,,,0.9,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12466,NEON.PLA.D02.SERC.12466,1,,,0.9,0,,,,,,,,,1.2,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12465,NEON.PLA.D02.SERC.12465,1,,,0.9,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12464,NEON.PLA.D02.SERC.12464,1,,,0.9,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12463,NEON.PLA.D02.SERC.12463,1,,,0.7,0,,,,,,,,,1.3,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5535,NEON.PLA.D02.SERC.05535,1,6.3,130,4.9,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5670,NEON.PLA.D02.SERC.05670,1,11.4,130,9.4,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5527,NEON.PLA.D02.SERC.05527,1,7.8,130,5.7,-1.4,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5665,NEON.PLA.D02.SERC.05665,1,32,130,27.8,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5528,NEON.PLA.D02.SERC.05528,1,4,130,1.9,0,,,0.2,2.7,1.7,,,ellipsoid or sphere,5.6,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12462,NEON.PLA.D02.SERC.12462,6,,,0.7,0,,,,,,,,,1,10,,,Crown damage major stem broken,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12461,NEON.PLA.D02.SERC.12461,1,,,1,0,,,,,,,,,1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,191,NEON.PLA.D02.SERC.00191,1,,,1.5,0,,,,,,,,,1.3,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12460,NEON.PLA.D02.SERC.12460,1,,,1.1,0,,,,,,,,,1.4,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5664,NEON.PLA.D02.SERC.05664,1,11.4,130,4.8,-0.7,,,,,,,,,,,,,Leaning heavily,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5532,NEON.PLA.D02.SERC.05532,1,8.4,130,7.3,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5533,NEON.PLA.D02.SERC.05533,1,3.7,130,4.7,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5531,NEON.PLA.D02.SERC.05531,1,6.3,130,5.6,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5530,NEON.PLA.D02.SERC.05530,1,9.3,130,6.3,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5662,NEON.PLA.D02.SERC.05662,1,76.8,130,29.1,-3.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5663,NEON.PLA.D02.SERC.05663,1,60.3,130,28.7,-3.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5661,NEON.PLA.D02.SERC.05661,6,29.3,130,10.7,-3.1,,,,,,,,,,,,,top of canopy dead unknown cause several broken large limbs,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5660,NEON.PLA.D02.SERC.05660,1,20.5,130,18,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,12459,NEON.PLA.D02.SERC.12459,1,,,1.2,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5526,NEON.PLA.D02.SERC.05526,16,,,,,,,,,,,,,,,,,Tag preciously left for CDW unable to locate,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,5529,NEON.PLA.D02.SERC.05529,6,,,0.6,0,,,,0.5,0.3,,,half-sphere,3.1,10,,,Main stem broken,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,11700,NEON.PLA.D02.SERC.11700,6,56.2,130,7.9,-1.2,,,,,,,,,,,,,Bole and canopy damage fallen prostrate on ground still barely alive,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,965,NEON.PLA.D02.SERC.00965,1,,,1.8,0,,,,,,,,,1.6,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,190,NEON.PLA.D02.SERC.00190,16,,,,,,,,,,,,,,,,,Too small for CDW,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,39,,486,NEON.PLA.D02.SERC.00486,8,,,,,,,,,,,,,,,,,Tag remains unable to locate,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5691,NEON.PLA.D02.SERC.05691,1,16.6,130,16.7,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5692,NEON.PLA.D02.SERC.05692,1,30.3,130,25,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,05692A,NEON.PLA.D02.SERC.05692A,1,19.6,130,,,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5690,NEON.PLA.D02.SERC.05690,1,16.7,130,18.1,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12458,NEON.PLA.D02.SERC.12458,1,,,1.2,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5508,NEON.PLA.D02.SERC.05508,1,9.8,130,10,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5509,NEON.PLA.D02.SERC.05509,7,8.3,130,7.2,-1.2,,,,,,,,,,,,,Crown dieback unknown cause,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5510,NEON.PLA.D02.SERC.05510,1,8.4,130,10.1,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5677,NEON.PLA.D02.SERC.05677,1,33.9,130,27.3,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5507,NEON.PLA.D02.SERC.05507,1,6.1,130,4.6,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5676,NEON.PLA.D02.SERC.05676,1,13.8,130,6.4,-1.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12457,NEON.PLA.D02.SERC.12457,1,,,1,0,,,,0.8,0.7,,,inverted cone,1,10,0.07,0.03,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5506,NEON.PLA.D02.SERC.05506,1,5.5,130,5.2,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5505,NEON.PLA.D02.SERC.05505,1,2.7,130,4.3,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5679,NEON.PLA.D02.SERC.05679,1,52.2,130,28,-3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5678,NEON.PLA.D02.SERC.05678,2,23.1,130,10.5,-2.9,,,,,,,,,,,,,Cause of death unknown,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5680,NEON.PLA.D02.SERC.05680,1,14.6,130,7.8,-2.5,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5504,NEON.PLA.D02.SERC.05504,6,,,1.1,0,,,,,,,,,1.9,10,,,Crown dead major stem broken,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5512,NEON.PLA.D02.SERC.05512,1,6.1,130,3.2,-3.1,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5511,NEON.PLA.D02.SERC.05511,1,1.7,130,2.4,0,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5698,NEON.PLA.D02.SERC.05698,1,19.8,130,16.3,-1.4,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5519,NEON.PLA.D02.SERC.05519,7,8.6,130,5,-1.4,,,,,,,,,,,,,Crown weak arching towards ground,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5518,NEON.PLA.D02.SERC.05518,1,7.8,130,6.2,-1.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5520,NEON.PLA.D02.SERC.05520,16,,,,,,,,,,,,,,,,,Tag remains for CDW,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5687,NEON.PLA.D02.SERC.05687,16,,,,,,,,,,,,,,,,,Tag remains for CDW Sampled CDW bulk density tag 976,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5688,NEON.PLA.D02.SERC.05688,1,15.8,130,19.9,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5689,NEON.PLA.D02.SERC.05689,1,27.5,130,23.9,-1.3,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12456,NEON.PLA.D02.SERC.12456,1,,,1,0,,,,,,,,,1.2,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12455,NEON.PLA.D02.SERC.12455,1,,,1,0,,,,,,,,,1.1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12454,NEON.PLA.D02.SERC.12454,1,,,1,0,,,,,,,,,1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5522,NEON.PLA.D02.SERC.05522,1,5.6,130,4.1,0,,,1.1,3.3,2.4,,,ellipsoid or sphere,7.5,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5515,NEON.PLA.D02.SERC.05515,6,3.7,130,2,0,,,0.6,3.2,1.7,,,ellipsoid or sphere,5.4,10,,,Crown damage due to windthrow,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5521,NEON.PLA.D02.SERC.05521,6,5.1,130,3.5,0,,,1.1,2.2,1.7,,,ellipsoid or sphere,6.4,10,,,Canopy damage major stem broken,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5686,NEON.PLA.D02.SERC.05686,1,19.5,130,17.9,-0.6,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5514,NEON.PLA.D02.SERC.05514,1,2,130,1.6,0,,,0.5,1.6,1.3,,,ellipsoid or sphere,3.2,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5685,NEON.PLA.D02.SERC.05685,1,47.3,130,28.4,1.4,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5523,NEON.PLA.D02.SERC.05523,6,3.8,130,1.1,0,,,,3.6,1.2,,,oblate half-sphere,5.3,10,,,Crown damage prostrate on ground top dead,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5684,NEON.PLA.D02.SERC.05684,1,9.9,130,9.8,-2.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5683,NEON.PLA.D02.SERC.05683,1,22.6,130,17.4,-2.8,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5516,NEON.PLA.D02.SERC.05516,1,6.6,130,4.7,-3.6,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5517,NEON.PLA.D02.SERC.05517,1,5.1,130,3.3,-3.5,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5513,NEON.PLA.D02.SERC.05513,6,4.7,130,3.9,0,,,,,,,,,,,,,Crown damage major stem broken,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5501,NEON.PLA.D02.SERC.05501,1,7.3,130,5.2,-2.2,,,,,,,,,,,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,12453,NEON.PLA.D02.SERC.12453,1,,,0.6,0,,,,,,,,,1,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5681,NEON.PLA.D02.SERC.05681,6,66.7,130,26,-1.6,,,,,,,,,,,,,Bole damage unknown cause large scar on upper bole,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5502,NEON.PLA.D02.SERC.05502,6,2.4,130,0.7,0,,,,2.5,1.3,,,oblate half-sphere,4.8,10,,,Crown and bole damage due to windthrow nearly prostrate,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SERC,SERC_062,21,,5503,NEON.PLA.D02.SERC.05503,1,3.1,130,2.1,0,,,1.2,1.6,1.5,,,ellipsoid or sphere,3.5,10,,,,jporta@BattelleEcology.org,gchapman@neoninc.org
D02,SCBI,SCBI_047,39,3,13037,NEON.PLA.D02.SCBI.13037,1,1,130,2.1,0,,,,1.4,1.1,,,inverted cone,1.6,10,0.03,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,12174,NEON.PLA.D02.SCBI.12174,1,,,1.1,0,,,,1.4,1,,,inverted cone,1,10,0.02,0.01,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2156,NEON.PLA.D02.SCBI.02156,1,1.4,130,2.2,0,,,,2.4,1.7,,,inverted cone,1.9,10,0.08,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2154,NEON.PLA.D02.SCBI.02154,1,1.2,130,2.2,0,,,,2.1,1.4,,,inverted cone,1.7,10,0.11,0.07,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2155,NEON.PLA.D02.SCBI.02155,1,1.5,130,2,0,,,,2.1,2,,,inverted cone,2,10,0.05,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11170,NEON.PLA.D02.SCBI.11170,1,,,1.8,0,,,,1.2,1.1,,,inverted cone,1.4,10,0.02,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2153,NEON.PLA.D02.SCBI.02153,1,1,130,2,0,,,,2.4,1.8,,,inverted cone,1.9,10,0.03,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2164,NEON.PLA.D02.SCBI.02164,1,1.2,130,1.9,0,,,,3.4,2.1,,,inverted cone,2.1,10,0.04,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2163,NEON.PLA.D02.SCBI.02163,1,1.8,130,3,0,,,,2.5,2,,,inverted cone,2.8,10,0.09,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2158,NEON.PLA.D02.SCBI.02158,1,,,1.7,0,,,,1.6,1.5,,,inverted cone,1.6,10,0.03,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2157,NEON.PLA.D02.SCBI.02157,1,1.4,130,2.5,0,,,,2.6,1.8,,,inverted cone,2.4,10,0.03,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2159,NEON.PLA.D02.SCBI.02159,1,1.1,130,1.7,0,,,1.1,2,0.9,,,ellipsoid or sphere,1.6,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2160,NEON.PLA.D02.SCBI.02160,6,1.3,130,2.5,0,,,1,2.8,2.3,,,ellipsoid or sphere,1.8,10,,,Crown damage from unknown cause possibly wind throw,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2160,NEON.PLA.D02.SCBI.02160,1,1.8,130,2.5,0,,,1,2.8,2.3,,,ellipsoid or sphere,2.6,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2162,NEON.PLA.D02.SCBI.02162,1,1.3,130,2.5,0,,,,1.7,1.3,,,inverted cone,1.6,10,0.05,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2161,NEON.PLA.D02.SCBI.02161,1,1.5,130,1.9,0,,,0.9,2.1,1.6,,,ellipsoid or sphere,2.5,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,13036,NEON.PLA.D02.SCBI.13036,1,,,1.6,0,,,,1.4,1.3,,,inverted cone,1.2,10,0.02,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11171,NEON.PLA.D02.SCBI.11171,1,,,2.4,0,,,,1.7,1,,,inverted cone,1.5,10,0.03,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2167,NEON.PLA.D02.SCBI.02167,1,,,2.1,0,,,,2,1.2,,,inverted cone,1.4,10,0.05,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2165,NEON.PLA.D02.SCBI.02165,1,,,1.4,0,,,0.7,0.9,0.7,,,ellipsoid or sphere,1.3,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,13038,NEON.PLA.D02.SCBI.13038,1,,,1.6,0,,,,1.6,1.4,,,inverted cone,1.4,10,0.02,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11168,NEON.PLA.D02.SCBI.11168,1,1,130,1.9,0,,,,1.4,1.2,,,inverted cone,1.4,10,0.02,0.02,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11169,NEON.PLA.D02.SCBI.11169,1,1.4,130,2.3,0,,,,2.6,2.6,,,inverted cone,2.1,10,0.1,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11169,NEON.PLA.D02.SCBI.11169,1,1.3,130,2.3,0,,,,2.6,2.6,,,inverted cone,2,10,0.1,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,11169,NEON.PLA.D02.SCBI.11169,1,1,130,2.3,0,,,,2.6,2.6,,,inverted cone,1.5,10,0.1,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2168,NEON.PLA.D02.SCBI.02168,1,,,1.8,0,,,,1.9,1.7,,,inverted cone,1.4,10,0.08,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,2168,NEON.PLA.D02.SCBI.02168,1,,,1.8,0,,,,1.9,1.7,,,inverted cone,1.1,10,0.08,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,13034,NEON.PLA.D02.SCBI.13034,1,,,2,0,,,,1.4,1.3,,,cylinder,1.3,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,13034,NEON.PLA.D02.SCBI.13034,1,,,2,0,,,,1.4,1.3,,,cylinder,1.2,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2171,NEON.PLA.D02.SCBI.02171,1,1,130,2.2,0,,,,1.5,1.5,,,inverted cone,1.9,10,0.09,0.04,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2170,NEON.PLA.D02.SCBI.02170,1,1.3,130,2.6,0,,,,1.9,1.5,,,inverted cone,1.9,10,0.04,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2169,NEON.PLA.D02.SCBI.02169,1,,,2.5,0,,,1,2.3,1.6,,,ellipsoid or sphere,1.7,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2174,NEON.PLA.D02.SCBI.02174,1,1.1,130,2.3,0,,,1,2.2,2,,,ellipsoid or sphere,1.9,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,11175,NEON.PLA.D02.SCBI.11175,1,1,130,1.9,0,,,1.4,1.5,1.2,,,ellipsoid or sphere,1.5,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,12173,NEON.PLA.D02.SCBI.12173,1,,,1.2,0,,,0.7,1.1,1,,,ellipsoid or sphere,1.1,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,3,12174,NEON.PLA.D02.SCBI.12174,1,,,2,0,,,0.8,1.9,1.1,,,ellipsoid or sphere,1.6,10,,,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2179,NEON.PLA.D02.SCBI.02179,6,1.2,130,1.8,0,,,0.8,2,1,,,ellipsoid or sphere,2.3,10,,,Crown damage from unknown cause,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2173,NEON.PLA.D02.SCBI.02173,1,1.6,130,2.4,0,,,,3.1,3.1,,,inverted cone,2.3,10,0.14,0.07,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2173,NEON.PLA.D02.SCBI.02173,1,1.9,130,2.4,0,,,,3.1,3.1,,,inverted cone,2.4,10,0.14,0.07,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2175,NEON.PLA.D02.SCBI.02175,1,1,130,1.5,0,,,,1.9,1.7,,,inverted cone,1.6,10,0.07,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
D02,SCBI,SCBI_047,39,1,2176,NEON.PLA.D02.SCBI.02176,1,1.4,130,2.3,0,,,,2.7,2,,,inverted cone,1.8,10,0.09,0.03,,jporta@BattelleEcology.org,alandes@field-ops.org
